Left_Image,Right_Image
201706_45905_114.3238643_30.48465517_270.jpg,201705_22083_114.2456895_30.6150915_270.jpg
201706_17146_114.4055576_30.43921451_270.jpg,201706_961_114.4282475_30.47330049_90.jpg
201706_8870_114.361962_30.50784852_180.jpg,201705_10920_114.4545998_30.41616362_90.jpg
201706_11611_114.4491197_30.50995224_270.jpg,201705_9164_114.2490257_30.63435201_90.jpg
201705_60831_114.1730546_30.6801304_90.jpg,201705_41233_114.290858_30.48812117_180.jpg
201706_22081_114.3303843_30.63590912_0.jpg,201706_13479_114.205384_30.47864199_0.jpg
201705_15972_114.3308972_30.58609138_90.jpg,201706_36293_114.151749_30.45825354_270.jpg
201706_4672_114.3567169_30.5389403_90.jpg,201705_25026_114.1926488_30.67209987_270.jpg
201705_31426_114.375809_30.61338601_180.jpg,201705_40018_114.385768_30.59531843_90.jpg
201706_18802_114.1360477_30.49181179_180.jpg,201705_59133_114.3018388_30.56073685_270.jpg
